,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
2458,21,0.624,1,1,2,2,6,8,5,4,1,5,1.0
2459,114,0.926,1,1,2,2,6,15,5,5,1,3,0.0
2460,99,0.915,1,0,0,1,4,4,0,6,1,192,0.0
2461,103,0.92,1,0,2,2,6,7,0,6,2,53,0.0
2462,103,0.92,1,1,2,0,6,14,6,5,5,66,1.0
2463,77,0.83,1,1,2,2,6,10,2,5,1,45,0.0
2464,71,0.884,1,0,2,2,6,1,0,6,1,206,0.0
2465,103,0.92,1,1,2,0,5,21,0,6,5,48,1.0
2466,103,0.92,1,1,2,0,6,9,2,5,2,66,0.0
2467,21,0.624,1,1,2,0,6,21,0,6,1,22,1.0
2468,131,0.68,1,1,2,2,6,12,4,5,1,21,0.0
2469,103,0.92,1,0,2,0,6,8,6,1,1,89,0.0
2470,21,0.624,1,1,0,0,6,9,5,5,5,91,1.0
2471,160,0.92,0,0,0,0,6,3,7,5,2,61,0.0
2472,16,0.91,1,1,0,0,6,21,3,5,5,146,0.0
2473,100,0.887,1,1,2,0,6,16,2,5,2,202,0.0
2474,160,0.92,1,0,2,0,6,16,1,5,5,39,0.0
2475,46,0.762,1,0,1,1,4,3,0,6,0,72,0.0
2476,16,0.91,1,1,2,2,6,5,1,1,1,60,0.0
2477,21,0.624,1,1,0,0,6,11,4,5,1,134,0.0
2478,100,0.887,1,1,1,2,2,9,1,6,1,24,0.0
2479,39,0.898,1,1,2,0,6,18,7,5,1,220,0.0
2480,16,0.91,1,1,0,0,6,6,1,5,5,14,0.0
2481,16,0.91,1,1,2,1,4,17,5,5,1,12,0.0
2482,16,0.91,1,0,2,1,4,5,0,6,0,66,0.0
2483,75,0.939,1,1,2,0,5,21,0,6,2,41,0.0
2484,103,0.92,1,1,2,0,6,21,3,2,5,90,0.0
2485,103,0.92,1,1,2,0,6,21,0,4,1,142,0.0
2486,103,0.92,1,0,2,0,6,0,5,5,1,151,1.0
2487,16,0.91,1,1,2,0,6,8,6,0,1,82,0.0
2488,73,0.754,1,1,2,0,6,21,4,4,5,28,0.0
2489,104,0.924,1,1,2,0,6,19,0,6,1,59,0.0
2490,103,0.92,1,1,2,0,6,8,1,5,2,155,0.0
2491,105,0.794,1,0,2,1,4,3,0,5,0,14,0.0
2492,103,0.92,1,1,2,0,6,5,3,5,2,26,0.0
2493,160,0.92,1,0,2,0,6,21,0,6,5,23,1.0
2494,160,0.92,0,1,2,2,6,2,0,6,1,40,0.0
2495,103,0.92,1,1,2,2,6,21,3,5,5,59,1.0
2496,103,0.92,1,1,2,2,6,14,3,5,2,17,0.0
2497,83,0.923,2,1,2,0,6,16,1,5,3,89,0.0
2498,98,0.949,1,1,2,2,6,21,0,6,5,48,1.0
2499,136,0.897,1,1,2,2,6,21,1,5,5,75,0.0
2500,67,0.855,1,1,1,0,1,2,8,5,2,42,0.0
2501,179,0.512,0,1,2,2,6,15,3,5,5,75,0.0
2502,114,0.926,1,1,2,2,6,21,5,5,5,42,1.0
2503,103,0.92,1,1,2,2,6,21,6,5,2,28,0.0
2504,16,0.91,1,1,2,0,6,11,1,5,1,32,0.0
2505,67,0.855,1,1,2,0,2,0,3,5,1,78,0.0
2506,128,0.527,1,0,2,0,6,2,0,6,1,111,0.0
2507,128,0.527,0,0,1,0,6,1,0,6,0,86,0.0
2508,10,0.895,1,1,2,4,4,21,0,6,3,300,0.0
2509,61,0.913,1,1,2,0,5,4,4,5,2,6,0.0
2510,91,0.691,1,1,2,0,6,3,0,6,5,18,0.0
2511,21,0.624,1,1,2,0,6,9,4,5,1,38,1.0
2512,114,0.926,1,1,2,1,4,5,4,5,0,56,0.0
2513,173,0.878,1,1,2,2,6,11,3,5,3,112,0.0
2514,65,0.802,1,1,2,0,5,10,3,5,2,27,0.0
2515,103,0.92,1,1,2,0,6,21,3,4,5,39,0.0
2516,98,0.949,1,1,2,2,6,9,1,1,3,24,0.0
2517,138,0.836,1,1,1,0,6,19,3,4,1,4,0.0
2518,114,0.926,1,1,2,2,6,21,2,5,3,136,0.0
2519,116,0.743,1,1,2,2,6,9,4,5,2,73,0.0
2520,16,0.91,1,0,0,1,4,5,0,6,1,34,1.0
2521,50,0.8959999999999999,1,1,2,0,6,5,6,5,2,42,0.0
2522,160,0.92,1,1,0,0,6,9,0,6,2,11,0.0
2523,103,0.92,1,1,2,0,0,15,3,1,5,102,0.0
2524,21,0.624,1,0,0,0,6,3,0,6,0,53,1.0
2525,103,0.92,1,0,0,0,6,6,0,6,1,47,0.0
2526,102,0.804,1,1,0,0,6,6,6,5,1,102,1.0
2527,21,0.624,1,0,2,1,4,5,0,6,0,178,0.0
2528,103,0.92,1,1,2,2,6,12,0,6,1,1,1.0
2529,103,0.92,1,1,2,0,6,21,0,6,5,6,1.0
2530,21,0.624,1,1,2,0,6,10,5,5,5,166,1.0
2531,67,0.855,1,1,0,2,6,8,3,5,5,204,0.0
2532,64,0.6659999999999999,1,1,0,2,6,21,1,5,0,98,0.0
2533,101,0.5579999999999999,1,0,0,0,6,3,2,5,1,67,1.0
2534,103,0.92,0,1,1,0,6,8,5,5,1,43,0.0
2535,24,0.698,1,1,2,2,6,12,7,6,1,11,0.0
2536,103,0.92,1,0,2,4,4,7,0,5,0,28,0.0
2537,103,0.92,1,0,2,0,6,6,5,5,1,39,0.0
2538,103,0.92,1,0,2,4,4,9,0,6,0,42,0.0
2539,103,0.92,1,1,2,0,6,5,5,5,2,17,0.0
2540,90,0.698,1,0,0,0,6,1,0,6,0,12,1.0
2541,50,0.8959999999999999,1,0,0,1,4,2,0,6,0,54,0.0
2542,104,0.924,1,0,0,1,4,3,6,1,1,17,0.0
2543,136,0.897,1,0,0,0,6,3,0,4,0,26,0.0
2544,12,0.64,1,1,2,0,6,14,4,5,1,148,0.0
2545,160,0.92,1,0,0,0,6,4,2,0,1,151,0.0
2546,103,0.92,1,0,0,0,6,0,0,5,0,15,1.0
2547,1,0.847,1,1,2,0,6,15,5,6,3,35,0.0
2548,16,0.91,1,1,2,0,6,21,3,1,5,130,0.0
2549,21,0.624,1,0,0,1,4,5,0,6,0,46,1.0
2550,54,0.856,1,0,2,2,6,9,3,5,1,119,0.0
2551,103,0.92,1,1,2,0,6,9,6,5,2,43,0.0
2552,103,0.92,1,1,2,0,6,13,2,1,4,21,0.0
2553,94,0.698,1,1,1,0,6,5,1,0,2,238,0.0
2554,21,0.624,1,1,2,0,6,4,1,1,1,21,0.0
2555,114,0.926,1,0,2,1,4,1,1,2,0,53,0.0
2556,128,0.527,1,1,2,0,6,10,6,4,2,38,1.0
2557,136,0.897,1,0,1,2,6,4,4,6,1,17,0.0
2558,103,0.92,1,1,2,0,6,21,5,5,5,20,0.0
2559,103,0.92,1,1,2,0,1,17,1,5,5,81,0.0
2560,21,0.624,1,1,0,2,6,7,5,4,1,82,1.0
2561,160,0.92,1,0,0,0,6,3,0,6,0,54,1.0
2562,16,0.91,1,1,2,2,6,16,2,5,2,170,0.0
2563,71,0.884,1,0,0,1,4,8,0,6,1,113,0.0
2564,71,0.884,1,1,2,2,6,13,4,5,5,36,0.0
2565,159,0.843,1,1,2,0,6,21,1,5,5,25,0.0
2566,21,0.624,1,1,2,0,6,2,6,6,2,14,1.0
2567,73,0.754,1,1,2,0,6,8,3,6,4,40,0.0
2568,105,0.794,1,1,2,0,6,21,0,6,4,15,0.0
2569,103,0.92,1,1,2,0,6,21,5,5,5,57,0.0
2570,103,0.92,1,1,2,2,2,5,6,1,1,129,0.0
2571,173,0.878,1,1,2,3,6,21,3,5,5,98,0.0
2572,21,0.624,1,1,2,0,6,10,4,5,2,11,1.0
2573,74,0.579,1,0,0,1,4,2,0,6,0,158,0.0
2574,67,0.855,1,0,2,2,6,21,2,1,5,78,0.0
2575,104,0.924,0,0,1,0,6,19,5,5,4,81,0.0
2576,21,0.624,1,1,2,0,6,6,3,1,1,11,1.0
2577,21,0.624,1,1,2,0,5,10,5,5,4,45,1.0
2578,21,0.624,1,1,0,0,6,0,1,0,1,5,1.0
2579,103,0.92,1,0,0,1,4,10,0,6,1,32,1.0
2580,103,0.92,1,0,2,2,6,15,0,6,1,46,1.0
2581,100,0.887,1,1,2,0,6,9,1,5,0,43,1.0
2582,28,0.939,1,1,2,1,4,21,2,5,0,69,0.0
2583,102,0.804,1,1,2,1,4,12,0,5,1,20,0.0
2584,162,0.767,1,1,1,0,6,7,2,6,1,99,0.0
2585,103,0.92,0,1,2,2,6,21,1,5,5,15,1.0
2586,114,0.926,1,1,2,2,6,21,2,5,5,74,1.0
2587,100,0.887,1,1,0,1,4,10,0,6,1,78,0.0
2588,21,0.624,1,1,0,0,6,5,3,0,2,44,0.0
2589,23,0.899,1,1,2,0,6,21,6,1,1,114,0.0
2590,64,0.6659999999999999,1,1,2,1,4,19,1,5,1,26,0.0
2591,103,0.92,1,1,2,2,6,21,3,1,2,106,0.0
2592,103,0.92,1,1,2,0,6,11,0,6,1,67,0.0
2593,16,0.91,1,0,2,1,4,9,0,6,0,37,0.0
2594,160,0.92,1,1,2,2,6,21,5,5,5,161,0.0
2595,160,0.92,1,1,2,0,6,8,6,1,1,30,0.0
2596,64,0.6659999999999999,1,1,1,0,6,4,5,5,0,22,0.0
2597,114,0.926,1,1,2,2,3,19,5,5,0,18,0.0
2598,159,0.843,1,0,0,0,6,2,0,6,0,23,0.0
2599,21,0.624,1,0,2,0,6,2,0,6,1,15,1.0
2600,160,0.92,1,1,2,0,6,19,0,6,2,96,1.0
2601,103,0.92,1,1,2,2,6,14,5,5,4,31,0.0
2602,50,0.8959999999999999,1,1,2,2,0,21,0,6,5,157,0.0
2603,114,0.926,1,1,2,0,6,14,6,5,4,23,0.0
2604,53,0.74,1,1,1,0,6,14,0,5,5,12,0.0
2605,75,0.939,1,0,2,4,4,3,0,6,0,52,0.0
2606,23,0.899,1,1,1,0,6,8,2,0,1,19,0.0
2607,128,0.527,1,1,2,0,6,3,6,5,1,25,1.0
2608,16,0.91,1,1,2,2,6,8,5,5,1,7,0.0
2609,16,0.91,1,1,2,0,6,21,1,5,4,105,0.0
2610,64,0.6659999999999999,1,0,0,0,6,3,2,5,1,18,0.0
2611,136,0.897,1,1,2,2,5,21,1,0,2,28,0.0
2612,103,0.92,1,1,2,0,6,21,3,1,3,12,0.0
2613,50,0.8959999999999999,1,0,2,4,4,7,0,6,0,50,0.0
2614,103,0.92,0,0,0,0,6,10,0,4,5,112,1.0
2615,173,0.878,1,1,2,2,6,21,8,5,5,44,0.0
2616,16,0.91,1,1,2,2,6,21,7,5,3,28,0.0
2617,103,0.92,1,0,2,4,4,3,0,6,0,15,0.0
2618,102,0.804,1,1,2,2,6,7,6,5,1,88,0.0
2619,114,0.926,1,1,2,2,6,21,6,5,1,56,0.0
2620,104,0.924,1,0,2,4,4,3,0,6,0,314,0.0
2621,141,0.763,1,0,0,0,6,5,7,5,1,44,0.0
2622,64,0.6659999999999999,1,0,2,4,4,0,0,6,0,7,0.0
2623,160,0.92,1,0,2,2,6,21,0,6,5,88,1.0
2624,104,0.924,1,1,2,0,6,5,1,0,1,105,0.0
2625,160,0.92,2,0,2,2,6,4,3,5,2,29,0.0
2626,103,0.92,1,1,2,0,6,21,0,6,1,50,0.0
2627,36,0.893,1,1,0,0,6,5,7,5,1,20,0.0
2628,67,0.855,1,1,2,2,6,16,3,2,1,114,0.0
2629,67,0.855,0,0,0,2,6,10,0,2,3,98,0.0
2630,21,0.624,0,1,2,0,6,12,6,5,2,94,1.0
2631,21,0.624,1,0,0,2,6,1,7,5,1,218,0.0
2632,160,0.92,1,0,2,0,6,2,0,6,1,34,1.0
2633,104,0.924,1,0,0,0,6,4,0,6,1,50,1.0
2634,24,0.698,1,1,2,0,6,21,1,5,5,11,0.0
2635,61,0.913,1,1,2,1,4,14,1,5,5,14,0.0
2636,75,0.939,1,1,1,2,3,21,0,6,5,80,0.0
2637,103,0.92,1,1,2,0,6,15,0,6,1,328,0.0
2638,116,0.743,1,0,2,0,6,21,0,6,5,7,0.0
2639,103,0.92,1,0,0,0,6,6,0,4,2,52,1.0
2640,13,0.8270000000000001,1,1,0,0,6,3,3,5,2,38,0.0
2641,16,0.91,1,1,2,2,6,21,3,5,5,14,0.0
2642,16,0.91,1,0,0,2,6,14,0,6,2,76,1.0
2643,103,0.92,1,1,0,0,6,21,6,2,5,54,0.0
2644,21,0.624,1,1,2,0,6,7,1,6,0,56,0.0
2645,90,0.698,0,0,2,2,6,4,5,5,1,51,0.0
2646,44,0.725,1,0,2,2,6,8,0,6,2,10,1.0
2647,28,0.939,1,1,2,3,6,15,6,1,2,40,0.0
2648,103,0.92,1,1,2,0,6,15,8,5,5,33,0.0
2649,16,0.91,1,1,2,1,4,21,0,5,2,30,0.0
2650,21,0.624,0,1,2,0,6,1,5,5,1,39,0.0
2651,160,0.92,1,0,0,1,4,2,6,6,0,25,1.0
2652,103,0.92,1,1,2,4,4,9,1,5,5,46,0.0
2653,103,0.92,1,1,2,0,2,21,3,5,5,14,0.0
2654,71,0.884,2,1,2,2,6,10,3,5,5,141,0.0
2655,21,0.624,1,1,0,2,6,3,0,6,1,70,1.0
2656,103,0.92,1,1,2,1,4,6,7,5,2,62,0.0
2657,21,0.624,1,0,0,1,4,2,0,6,0,43,0.0
2658,103,0.92,1,1,2,2,5,21,6,5,5,135,0.0
2659,159,0.843,1,0,0,0,6,4,0,6,0,30,1.0
2660,103,0.92,1,1,2,2,6,21,4,5,3,134,0.0
2661,36,0.893,1,1,2,2,6,17,6,5,5,85,0.0
2662,73,0.754,1,1,0,1,4,4,5,5,1,158,0.0
2663,103,0.92,1,1,2,0,6,5,6,1,1,102,0.0
2664,114,0.926,1,1,2,0,6,6,6,5,5,84,0.0
2665,16,0.91,0,0,2,0,6,21,5,5,1,47,0.0
2666,100,0.887,1,1,0,0,6,21,6,5,1,23,0.0
2667,136,0.897,1,1,2,2,6,7,1,0,1,12,0.0
2668,103,0.92,1,1,2,0,6,4,0,6,1,96,1.0
2669,136,0.897,1,0,0,0,6,7,6,5,1,74,0.0
2670,21,0.624,1,0,2,0,5,3,0,6,2,151,1.0
2671,21,0.624,1,1,2,2,6,7,5,2,1,59,0.0
2672,16,0.91,1,1,2,3,6,21,6,5,5,40,0.0
2673,103,0.92,0,0,2,0,2,13,3,1,2,12,0.0
2674,73,0.754,0,1,2,2,6,14,3,1,2,47,0.0
2675,105,0.794,1,1,2,0,6,7,0,6,1,6,1.0
2676,128,0.527,1,0,1,0,1,4,0,6,1,35,0.0
2677,16,0.91,1,1,2,0,1,21,5,5,5,57,0.0
2678,21,0.624,1,1,2,0,6,9,2,5,5,24,1.0
2679,10,0.895,1,0,2,1,4,7,0,6,5,86,0.0
2680,173,0.878,1,0,0,1,4,12,0,6,4,10,0.0
2681,136,0.897,1,1,2,0,6,5,1,1,3,30,0.0
2682,103,0.92,0,1,2,2,6,21,4,6,1,28,0.0
2683,136,0.897,1,0,0,0,6,7,0,6,2,46,1.0
2684,103,0.92,1,1,2,0,6,7,1,6,1,192,0.0
2685,103,0.92,1,1,2,2,6,5,5,5,1,9,0.0
2686,21,0.624,1,1,2,0,6,5,6,1,1,34,1.0
2687,45,0.89,1,1,2,1,4,21,7,5,5,43,0.0
2688,103,0.92,1,0,0,0,6,13,0,6,0,256,0.0
2689,75,0.939,1,1,2,0,6,21,7,6,1,59,0.0
2690,16,0.91,2,1,2,2,6,9,6,5,1,33,0.0
2691,16,0.91,1,1,2,0,6,21,5,5,3,82,0.0
2692,103,0.92,1,1,2,0,0,10,3,5,3,50,0.0
2693,27,0.848,1,1,2,0,6,15,3,5,3,85,0.0
2694,16,0.91,1,1,2,0,6,3,1,6,1,2,0.0
2695,24,0.698,1,1,2,0,6,13,0,6,1,18,1.0
2696,103,0.92,0,1,2,0,6,4,4,5,2,17,0.0
2697,45,0.89,1,0,0,0,6,7,0,6,1,152,1.0
2698,65,0.802,1,1,2,0,6,5,6,5,2,22,0.0
2699,97,0.925,1,1,2,1,4,9,3,5,1,68,0.0
2700,160,0.92,1,1,2,0,6,10,5,5,1,57,1.0
2701,103,0.92,1,1,2,2,6,13,4,2,3,266,0.0
2702,103,0.92,1,0,2,0,1,21,4,5,1,48,0.0
2703,114,0.926,0,1,2,0,6,15,3,5,2,5,1.0
2704,57,0.866,1,1,2,0,6,7,6,5,1,47,0.0
2705,16,0.91,1,1,2,0,6,6,6,5,1,65,0.0
2706,103,0.92,0,1,2,2,6,12,5,5,4,44,0.0
2707,45,0.89,1,1,2,0,6,21,4,5,1,31,0.0
2708,16,0.91,1,1,2,2,5,19,0,6,1,15,0.0
2709,16,0.91,1,1,2,0,6,10,2,5,3,105,0.0
2710,23,0.899,1,1,2,0,6,21,5,5,5,50,0.0
2711,114,0.926,1,1,1,0,0,7,6,5,2,19,0.0
2712,114,0.926,1,1,2,0,6,19,6,5,5,6,0.0
2713,103,0.92,1,0,0,2,6,6,0,6,0,14,1.0
2714,103,0.92,1,0,2,0,6,19,0,6,1,88,0.0
2715,103,0.92,1,1,2,0,5,9,2,5,1,91,0.0
2716,21,0.624,1,1,2,0,6,2,5,5,1,58,1.0
2717,21,0.624,1,1,0,2,6,13,0,6,2,166,0.0
2718,116,0.743,1,1,1,0,6,2,3,6,1,16,0.0
2719,103,0.92,1,1,2,0,6,6,3,5,2,83,0.0
2720,67,0.855,1,1,2,2,6,18,0,6,1,88,0.0
2721,16,0.91,1,1,2,1,4,16,0,6,1,282,0.0
2722,16,0.91,1,1,2,0,6,7,3,5,1,8,0.0
2723,74,0.579,1,1,2,0,6,5,3,5,1,21,0.0
2724,100,0.887,1,1,2,0,6,10,3,5,0,102,0.0
2725,91,0.691,1,0,0,1,4,2,0,6,0,55,0.0
2726,10,0.895,1,1,1,2,6,9,1,1,2,26,0.0
2727,150,0.698,1,0,0,0,6,2,0,5,0,16,0.0
2728,21,0.624,1,1,2,0,6,5,3,5,1,42,0.0
2729,40,0.7759999999999999,1,1,0,0,6,10,4,5,1,104,0.0
2730,71,0.884,2,1,1,2,6,21,2,1,2,5,0.0
2731,27,0.848,1,1,2,2,6,15,2,0,1,31,0.0
2732,128,0.527,1,1,2,0,6,5,6,5,1,43,1.0
2733,152,0.698,1,1,2,2,6,21,2,1,5,4,0.0
2734,16,0.91,1,1,2,0,6,5,7,5,1,114,0.0
2735,11,0.55,1,1,1,0,6,2,2,0,1,41,0.0
2736,37,0.794,1,1,2,0,6,9,6,5,1,36,0.0
2737,103,0.92,1,1,2,0,5,10,2,5,1,52,0.0
2738,97,0.925,1,1,2,0,6,2,2,5,0,170,0.0
2739,103,0.92,1,1,2,2,6,14,5,5,1,204,0.0
2740,75,0.939,1,1,2,0,6,21,0,6,5,157,0.0
2741,16,0.91,1,1,2,0,6,21,0,5,2,7,0.0
2742,103,0.92,1,1,2,0,6,17,4,5,4,192,1.0
2743,114,0.926,1,1,2,0,1,5,0,6,1,39,0.0
2744,28,0.939,1,0,0,0,6,9,0,6,2,39,0.0
2745,21,0.624,1,1,2,2,6,8,5,5,1,4,1.0
2746,114,0.926,1,0,0,0,6,9,5,5,0,74,0.0
2747,16,0.91,1,1,2,0,6,11,7,5,1,51,0.0
2748,21,0.624,1,0,2,0,5,6,0,6,1,58,1.0
2749,101,0.5579999999999999,1,0,0,1,4,2,0,6,0,100,0.0
2750,173,0.878,1,1,2,1,4,11,8,5,3,178,0.0
2751,21,0.624,1,1,2,0,6,3,3,5,1,44,0.0
2752,28,0.939,1,0,2,1,4,3,5,5,3,59,0.0
2753,75,0.939,1,1,2,0,6,17,0,6,5,46,0.0
2754,138,0.836,1,1,0,1,4,3,6,5,1,10,0.0
2755,103,0.92,1,1,2,0,1,21,0,6,5,46,1.0
2756,21,0.624,1,0,2,0,6,8,0,6,1,111,1.0
2757,16,0.91,1,1,2,0,6,8,2,1,1,104,0.0
2758,41,0.8270000000000001,1,1,2,0,6,19,5,5,0,10,0.0
2759,103,0.92,1,0,0,1,4,6,0,5,0,48,0.0
2760,100,0.887,1,1,2,0,5,14,1,5,1,64,0.0
2761,159,0.843,1,1,2,0,6,14,1,5,1,24,0.0
2762,160,0.92,1,0,0,1,4,4,4,5,1,23,0.0
2763,16,0.91,1,1,2,3,6,3,1,5,2,10,0.0
2764,103,0.92,1,1,2,0,1,3,4,5,1,26,0.0
2765,138,0.836,1,1,1,0,6,21,4,5,2,29,0.0
2766,21,0.624,1,1,2,0,6,19,3,5,5,50,1.0
2767,21,0.624,1,1,2,0,6,21,0,6,1,49,0.0
2768,89,0.925,1,0,0,0,6,3,3,2,2,13,0.0
2769,103,0.92,1,1,2,0,6,17,8,2,5,148,0.0
2770,114,0.926,1,0,2,1,4,2,0,5,0,67,0.0
2771,103,0.92,0,1,2,0,6,11,8,5,1,110,0.0
2772,16,0.91,1,1,2,0,6,18,3,5,5,41,0.0
2773,103,0.92,1,1,2,0,6,3,0,6,1,90,0.0
2774,160,0.92,1,0,0,1,4,3,0,6,1,56,0.0
2775,99,0.915,0,1,2,0,6,21,6,5,5,37,0.0
2776,114,0.926,1,0,0,2,6,11,2,4,1,11,0.0
2777,72,0.795,1,1,2,2,6,21,3,4,5,99,0.0
2778,71,0.884,1,1,2,0,5,5,1,5,1,28,0.0
2779,103,0.92,1,1,2,0,5,21,7,3,5,28,0.0
2780,16,0.91,1,0,0,1,4,1,0,6,1,298,0.0
2781,11,0.55,1,1,2,0,6,3,6,5,2,64,0.0
2782,138,0.836,0,1,2,2,6,6,6,5,1,122,0.0
2783,103,0.92,1,1,2,0,6,21,8,5,5,4,1.0
2784,160,0.92,1,1,2,0,6,19,5,5,5,184,0.0
2785,103,0.92,1,1,2,0,6,21,5,5,5,22,0.0
2786,160,0.92,1,1,2,0,6,14,6,5,5,58,0.0
2787,160,0.92,1,0,0,1,4,11,0,6,4,8,0.0
2788,23,0.899,1,0,0,1,4,6,0,6,1,103,0.0
2789,45,0.89,1,1,0,0,6,2,6,5,1,86,0.0
2790,75,0.939,1,1,2,0,6,14,8,4,1,44,0.0
2791,114,0.926,1,1,2,0,6,15,5,5,1,23,0.0
2792,114,0.926,1,1,0,0,6,8,6,1,1,316,0.0
2793,16,0.91,1,1,2,0,6,15,2,5,2,94,0.0
2794,67,0.855,1,1,2,0,6,16,1,5,1,90,0.0
2795,16,0.91,0,1,2,2,6,2,3,2,1,29,0.0
2796,104,0.924,1,1,2,0,6,8,7,5,5,17,0.0
2797,160,0.92,1,1,2,0,6,21,0,6,2,24,1.0
2798,21,0.624,1,0,2,0,1,10,0,6,0,290,1.0
2799,21,0.624,1,1,0,0,6,6,2,5,5,39,1.0
2800,114,0.926,1,0,0,0,6,5,2,0,1,21,0.0
2801,50,0.8959999999999999,1,1,2,2,6,21,0,6,0,21,0.0
2802,114,0.926,1,1,2,0,6,19,2,1,2,45,0.0
2803,21,0.624,1,0,2,1,4,0,0,6,0,63,1.0
2804,41,0.8270000000000001,1,1,2,0,6,21,6,5,5,65,1.0
2805,160,0.92,1,1,2,2,6,11,3,5,5,23,0.0
2806,11,0.55,1,0,0,0,6,5,2,6,1,102,1.0
2807,46,0.762,1,1,0,1,4,10,5,3,1,43,0.0
2808,75,0.939,1,1,2,2,6,14,6,1,1,12,0.0
2809,160,0.92,1,0,0,0,6,8,0,6,1,39,1.0
2810,91,0.691,1,0,1,0,6,1,0,5,0,25,0.0
2811,16,0.91,1,1,2,0,6,16,4,5,1,46,0.0
2812,104,0.924,1,1,2,2,6,16,5,2,1,37,0.0
2813,103,0.92,1,1,2,0,6,21,3,4,5,84,0.0
2814,83,0.923,1,1,0,0,6,4,5,5,1,28,0.0
2815,114,0.926,1,1,2,2,6,9,5,5,5,36,0.0
2816,103,0.92,0,1,2,0,2,21,8,5,2,55,1.0
2817,65,0.802,1,1,2,2,6,11,3,5,1,7,0.0
2818,104,0.924,1,0,0,0,6,10,4,4,1,11,0.0
2819,73,0.754,1,1,2,2,2,21,0,6,2,26,0.0
2820,30,0.698,1,1,1,0,6,9,2,1,1,44,0.0
2821,103,0.92,1,1,2,0,3,13,0,6,1,7,0.0
2822,105,0.794,1,1,1,0,6,5,1,5,1,41,0.0
2823,100,0.887,1,1,1,0,6,8,0,6,1,146,1.0
2824,21,0.624,1,0,0,0,6,2,0,6,0,14,1.0
2825,103,0.92,1,1,2,1,4,21,6,5,5,92,0.0
2826,16,0.91,1,0,2,0,0,2,6,5,2,48,1.0
2827,103,0.92,1,1,2,0,6,21,0,6,2,44,0.0
2828,24,0.698,1,1,2,2,6,9,1,5,3,87,0.0
2829,16,0.91,1,1,0,2,6,7,4,2,3,114,0.0
2830,103,0.92,0,1,2,2,6,17,5,2,3,304,0.0
2831,114,0.926,1,1,2,2,6,18,2,0,5,36,0.0
2832,103,0.92,1,1,2,2,5,21,5,5,2,96,0.0
2833,98,0.949,1,1,2,2,6,16,7,5,4,13,0.0
2834,159,0.843,1,1,1,0,6,18,5,5,1,50,0.0
2835,103,0.92,1,1,2,0,6,17,5,5,5,94,0.0
2836,103,0.92,1,1,0,0,6,16,3,1,1,101,0.0
2837,144,0.84,1,1,2,0,6,8,1,5,1,9,0.0
2838,16,0.91,2,1,2,2,6,21,2,5,1,21,0.0
2839,16,0.91,1,1,2,0,6,21,6,5,1,37,0.0
2840,160,0.92,1,1,2,0,2,15,2,1,4,152,0.0
2841,16,0.91,1,1,2,0,6,21,6,5,1,27,0.0
2842,21,0.624,1,0,0,0,6,4,0,6,1,16,1.0
2843,16,0.91,1,0,0,1,4,6,0,6,0,96,0.0
2844,12,0.64,1,0,0,0,6,5,0,6,1,47,0.0
2845,103,0.92,1,1,2,0,6,21,7,5,3,100,0.0
2846,16,0.91,1,1,2,2,6,14,1,1,1,42,0.0
2847,16,0.91,1,0,0,2,2,21,0,6,3,94,0.0
2848,116,0.743,1,1,2,2,6,17,5,5,1,32,0.0
2849,21,0.624,1,1,2,0,6,6,6,1,4,17,1.0
2850,13,0.8270000000000001,1,1,2,2,6,14,2,1,1,192,0.0
2851,114,0.926,1,1,2,2,6,15,2,5,2,96,0.0
2852,67,0.855,1,1,2,0,6,11,2,5,2,84,1.0
2853,19,0.682,1,1,2,0,2,21,0,6,1,19,0.0
2854,67,0.855,1,1,2,2,6,12,3,5,2,7,0.0
2855,71,0.884,1,1,2,0,6,7,7,6,2,140,0.0
2856,100,0.887,1,0,1,0,6,2,0,6,0,36,0.0
2857,53,0.74,1,1,0,0,6,11,5,5,5,32,0.0
2858,103,0.92,1,0,2,2,6,16,5,2,1,276,0.0
2859,28,0.939,1,1,2,0,6,14,2,5,5,67,0.0
2860,103,0.92,1,0,0,0,6,5,4,2,3,6,0.0
2861,83,0.923,1,0,0,0,6,2,3,5,1,25,0.0
2862,21,0.624,1,1,0,0,6,0,0,6,1,28,1.0
2863,90,0.698,1,1,1,2,6,7,0,6,1,65,1.0
2864,11,0.55,1,1,2,0,6,11,6,5,1,40,1.0
2865,21,0.624,1,1,1,2,6,6,0,6,4,30,0.0
2866,70,0.698,1,1,2,0,6,12,6,6,3,184,1.0
2867,103,0.92,1,0,0,0,2,6,0,6,1,46,0.0
2868,136,0.897,1,1,2,2,6,6,8,5,1,121,0.0
2869,114,0.926,1,1,2,0,6,21,0,6,5,92,0.0
2870,103,0.92,1,1,2,0,6,4,0,6,2,136,1.0
2871,16,0.91,1,1,2,1,4,9,4,5,3,77,0.0
2872,77,0.83,1,1,2,0,6,8,6,5,1,162,0.0
2873,100,0.887,1,1,2,0,6,21,6,1,1,45,0.0
2874,97,0.925,0,1,2,0,6,19,4,6,2,32,0.0
2875,114,0.926,1,0,0,1,4,13,0,6,0,32,0.0
2876,145,0.555,1,1,2,0,6,4,0,6,1,50,0.0
